44500|P|01|01
44501|P|01|02
44502|P|01|03
44503|P|01|04
44504|P|01|05
44505|P|01|06
44506|P|01|07
44507|P|01|08
44508|P|01|09
44509|P|01|10
44510|P|01|11
44511|P|01|12
44512|P|01|13
44513|P|01|14
44514|P|01|15
44515|P|01|16
44516|P|01|17
44517|P|01|18
44518|P|01|19
44519|P|01|20
44520|P|02|01
44521|P|02|02
44522|P|02|03
44523|P|02|04
44524|P|02|05
44525|P|02|06
44526|P|02|07
44527|P|02|08
44528|P|02|09
44529|P|02|10
44530|P|02|11
44531|P|02|12
44532|P|02|13
44533|P|02|14
44534|P|02|15
44535|P|02|16
44536|P|02|17
44537|P|02|18
44538|P|02|19
44539|P|02|20
44540|P|03|01
44541|P|03|02
44542|P|03|03
44543|P|03|04
44544|P|03|05
44545|P|03|06
44546|P|03|07
44547|P|03|08
44548|P|03|09
44549|P|03|10
44550|P|03|11
44551|P|03|12
44552|P|03|13
44553|P|03|14
44554|P|03|15
44555|P|03|16
44556|P|03|17
44557|P|03|18
44558|P|03|19
44559|P|03|20
44560|P|04|01
44561|P|04|02
44562|P|04|03
44563|P|04|04
44564|P|04|05
44565|P|04|06
44566|P|04|07
44567|P|04|08
44568|P|04|09
44569|P|04|10
44570|P|04|11
44571|P|04|12
44572|P|04|13
44573|P|04|14
44574|P|04|15
44575|P|04|16
44576|P|04|17
44577|P|04|18
44578|P|04|19
44579|P|04|20
44580|P|05|01
44581|P|05|02
44582|P|05|03
44583|P|05|04
44584|P|05|05
44585|P|05|06
44586|P|05|07
44587|P|05|08
44588|P|05|09
44589|P|05|10
44590|P|05|11
44591|P|05|12
44592|P|05|13
44593|P|05|14
44594|P|05|15
44595|P|05|16
44596|P|05|17
44597|P|05|18
44598|P|05|19
44599|P|05|20
44600|P|06|01
44601|P|06|02
44602|P|06|03
44603|P|06|04
44604|P|06|05
44605|P|06|06
44606|P|06|07
44607|P|06|08
44608|P|06|09
44609|P|06|10
44610|P|06|11
44611|P|06|12
44612|P|06|13
44613|P|06|14
44614|P|06|15
44615|P|06|16
44616|P|06|17
44617|P|06|18
44618|P|06|19
44619|P|06|20
44620|P|07|01
44621|P|07|02
44622|P|07|03
44623|P|07|04
44624|P|07|05
44625|P|07|06
44626|P|07|07
44627|P|07|08
44628|P|07|09
44629|P|07|10
44630|P|07|11
44631|P|07|12
44632|P|07|13
44633|P|07|14
44634|P|07|15
44635|P|07|16
44636|P|07|17
44637|P|07|18
44638|P|07|19
44639|P|07|20
44640|P|08|01
44641|P|08|02
44642|P|08|03
44643|P|08|04
44644|P|08|05
44645|P|08|06
44646|P|08|07
44647|P|08|08
44648|P|08|09
44649|P|08|10
44650|P|08|11
44651|P|08|12
44652|P|08|13
44653|P|08|14
44654|P|08|15
44655|P|08|16
44656|P|08|17
44657|P|08|18
44658|P|08|19
44659|P|08|20
44660|P|09|01
44661|P|09|02
44662|P|09|03
44663|P|09|04
44664|P|09|05
44665|P|09|06
44666|P|09|07
44667|P|09|08
44668|P|09|09
44669|P|09|10
44670|P|09|11
44671|P|09|12
44672|P|09|13
44673|P|09|14
44674|P|09|15
44675|P|09|16
44676|P|09|17
44677|P|09|18
44678|P|09|19
44679|P|09|20
44680|P|10|01
44681|P|10|02
44682|P|10|03
44683|P|10|04
44684|P|10|05
44685|P|10|06
44686|P|10|07
44687|P|10|08
44688|P|10|09
44689|P|10|10
44690|P|10|11
44691|P|10|12
44692|P|10|13
44693|P|10|14
44694|P|10|15
44695|P|10|16
44696|P|10|17
44697|P|10|18
44698|P|10|19
44699|P|10|20
44700|P|11|01
44701|P|11|02
44702|P|11|03
44703|P|11|04
44704|P|11|05
44705|P|11|06
44706|P|11|07
44707|P|11|08
44708|P|11|09
44709|P|11|10
44710|P|11|11
44711|P|11|12
44712|P|11|13
44713|P|11|14
44714|P|11|15
44715|P|11|16
44716|P|11|17
44717|P|11|18
44718|P|11|19
44719|P|11|20
44720|P|12|01
44721|P|12|02
44722|P|12|03
44723|P|12|04
44724|P|12|05
44725|P|12|06
44726|P|12|07
44727|P|12|08
44728|P|12|09
44729|P|12|10
44730|P|12|11
44731|P|12|12
44732|P|12|13
44733|P|12|14
44734|P|12|15
44735|P|12|16
44736|P|12|17
44737|P|12|18
44738|P|12|19
44739|P|12|20
44740|P|13|01
44741|P|13|02
44742|P|13|03
44743|P|13|04
44744|P|13|05
