50300|P|81|01
50301|P|81|02
50302|P|81|03
50303|P|81|04
50304|P|81|05
50305|P|81|06
50306|P|81|07
50307|P|81|08
50308|P|81|09
50309|P|81|10
50310|P|81|11
50311|P|81|12
50312|P|81|13
50313|P|81|14
50314|P|81|15
50315|P|81|16
50316|P|81|17
50317|P|81|18
50318|P|81|19
50319|P|81|20
50320|P|82|01
50321|P|82|02
50322|P|82|03
50323|P|82|04
50324|P|82|05
50325|P|82|06
50326|P|82|07
50327|P|82|08
50328|P|82|09
50329|P|82|10
50330|P|82|11
50331|P|82|12
50332|P|82|13
50333|P|82|14
50334|P|82|15
50335|P|82|16
50336|P|82|17
50337|P|82|18
50338|P|82|19
50339|P|82|20
50340|P|83|01
50341|P|83|02
50342|P|83|03
50343|P|83|04
50344|P|83|05
50345|P|83|06
50346|P|83|07
50347|P|83|08
50348|P|83|09
50349|P|83|10
50350|P|83|11
50351|P|83|12
50352|P|83|13
50353|P|83|14
50354|P|83|15
50355|P|83|16
50356|P|83|17
50357|P|83|18
50358|P|83|19
50359|P|83|20
50360|P|84|01
50361|P|84|02
50362|P|84|03
50363|P|84|04
50364|P|84|05
50365|P|84|06
50366|P|84|07
50367|P|84|08
50368|P|84|09
50369|P|84|10
50370|P|84|11
50371|P|84|12
50372|P|84|13
50373|P|84|14
50374|P|84|15
50375|P|84|16
50376|P|84|17
50377|P|84|18
50378|P|84|19
50379|P|84|20
50380|P|85|01
50381|P|85|02
50382|P|85|03
50383|P|85|04
50384|P|85|05
50385|P|85|06
50386|P|85|07
50387|P|85|08
50388|P|85|09
50389|P|85|10
50390|P|85|11
50391|P|85|12
50392|P|85|13
50393|P|85|14
50394|P|85|15
50395|P|85|16
50396|P|85|17
50397|P|85|18
50398|P|85|19
50399|P|85|20
50400|P|86|01
50401|P|86|02
50402|P|86|03
50403|P|86|04
50404|P|86|05
50405|P|86|06
50406|P|86|07
50407|P|86|08
50408|P|86|09
50409|P|86|10
50410|P|86|11
50411|P|86|12
50412|P|86|13
50413|P|86|14
50414|P|86|15
50415|P|86|16
50416|P|86|17
50417|P|86|18
50418|P|86|19
50419|P|86|20
50420|P|87|01
50421|P|87|02
50422|P|87|03
50423|P|87|04
50424|P|87|05
50425|P|87|06
50426|P|87|07
50427|P|87|08
50428|P|87|09
50429|P|87|10
50430|P|87|11
50431|P|87|12
50432|P|87|13
50433|P|87|14
50434|P|87|15
50435|P|87|16
50436|P|87|17
50437|P|87|18
50438|P|87|19
50439|P|87|20
50440|P|88|01
50441|P|88|02
50442|P|88|03
50443|P|88|04
50444|P|88|05
50445|P|88|06
50446|P|88|07
50447|P|88|08
50448|P|88|09
50449|P|88|10
50450|P|88|11
50451|P|88|12
50452|P|88|13
50453|P|88|14
50454|P|88|15
50455|P|88|16
50456|P|88|17
50457|P|88|18
50458|P|88|19
50459|P|88|20
50460|P|89|01
50461|P|89|02
50462|P|89|03
50463|P|89|04
50464|P|89|05
50465|P|89|06
50466|P|89|07
50467|P|89|08
50468|P|89|09
50469|P|89|10
50470|P|89|11
50471|P|89|12
50472|P|89|13
50473|P|89|14
50474|P|89|15
50475|P|89|16
50476|P|89|17
50477|P|89|18
50478|P|89|19
50479|P|89|20
50480|P|90|01
50481|P|90|02
50482|P|90|03
50483|P|90|04
50484|P|90|05
50485|P|90|06
50486|P|90|07
50487|P|90|08
50488|P|90|09
50489|P|90|10
50490|P|90|11
50491|P|90|12
50492|P|90|13
50493|P|90|14
50494|P|90|15
50495|P|90|16
50496|P|90|17
50497|P|90|18
50498|P|90|19
50499|P|90|20
