security_public_safety_3_batch183_source_001	Emergencies	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/emergencies	5f473438c519c65d20bee575a66328168f4a03fb4cc76d37e2942e19a0c0826f	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_002	Emergency planning: how to prepare	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/emergencies/emergency-planning-how-prepare	bd59796a49a1981b28486a1cfe2b5e084cd004ceed4afe3f24a57cbfaab53009	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_003	Flooding or drainage problem	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/parking-roads-and-travel/roads-and-pavements/flooding-or-drainage-problem	b4e33da54c30730b58c6c4db941cc377f24a901c201cf754f282e32a54cdf7a4	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_004	Crime and Community Safety	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety	9a8ec7a42bc79c97ba00aa38300342c375bf7ab654718e6be29cb0832bf33424	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_005	Community Safety	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety	e80a3a1fcb963336ce64b764d4c693c529b6fade67b4d493feb190041a361092	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_006	ASB Case review	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/asb-case-review	4b44d1de5c6897c445a9cbe0582d61ff8bb6e9bea32b1f45740f78b5235a939d	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_007	Closed circuit television (CCTV)	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/closed-circuit-television-cctv	0a9d5fb8a8686760137000b7a4ea9ab096789ac8f934da59ecf01e6e8a40dde4	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_008	Crime prevention	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/crime-prevention	e7019130bebb8e6b2a5a722f984f6d44ac37c2f71d1fe736028242d59b9e5e18	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_009	Integrated Offender Management in Waltham Forest	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/integrated-offender-management-waltham-forest	6e4ef59f0e2b8ff0659762443f78f6748b1e2c4c40189b59dcaf3322a0f4e0cd	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_010	Lane and alley gating	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/lane-and-alley-gating	89dd3def5b84d27b77bc47bc182700950dadae8e59076d549e7cee6ed177e157	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_011	Our Community Safety work	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/our-community-safety-work	e5e94a4027d8e61807512fdf1178e6a3d414bd59c1b7603718808428db22ccc9	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_012	Public Space Protection Orders	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/public-space-protection-orders	ae202f8ecc2e5454630bc4eed10240e9a5784a48b7c6d19df2b062dfc1d7ff59	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_013	Support for victims of crime	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/support-victims-crime	7ad6b53698b42027a390684ede5b0599fe2d5996a8ea02b3503b5520e6140dab	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_014	Safer Neighbourhood Teams	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/safer-neighbourhood-teams	232c29c73150e329b847d94b961186f8a465642cd5883d34c22f9d7c8b19ced4	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_015	Safe spaces in Waltham Forest	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety/safe-spaces-waltham-forest	f36ff32389da663d143c20e98b16d3200c4e69880dd8d756e52f4ec3fb8ff980	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_016	Domestic abuse	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety/domestic-abuse	b76d6abeceaef3a0c9dd8fb33eb83ec086b99bbb90492dcafc29f127e9b76018	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_017	Gangs	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety/gangs	4a25e86ade2f2090456ca9683c9813481276b342f4f0a30b796a500db36f2a65	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_018	Modern Slavery	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/modernslavery	3801fb48d31485706fab4ca383b71e138bbc21a64b5b2d803dea4f124047480d	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_019	Multi-agency risk assessment conference (MARAC)	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety/multi-agency-risk-assessment-conference-marac	8646a606cfc9275e1ccf21118f28814c0114e468e683e0b71cf3671d7677f2d8	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_020	Noise and anti-social behaviour	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/report-neighbourhood-problems/noise-and-anti-social-behaviour	331273f62f969437df2c7257f86c2c1774122c6d55bbcac52c9d660131f173e2	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_021	Prevent	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety/prevent	5563c1a2a3259ca2be8495a820be74eb949da80ccd49b6262b5201ecb2389fa1	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_022	Community Safety Partnership for Waltham Forest	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety/community-safety-partnership-waltham-forest	5abe151edbbf82543e4add93def6971b8c79d63743e803023b915dd4b834a6bd	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_023	Violence reduction partnership (VRP)	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety/violence-reduction-partnership-vrp	997d7f6c754ee5c9543de5beec0f1cd4fa461858915a40493ae251bfba4195b9	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_024	Waltham Forest Safer Neighbourhoods Board	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety/waltham-forest-safer-neighbourhoods-board	944af1f4ced4b7f77262d1b0e8d8a79fd2af6e52fe394afbe1186e4067ac6735	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_025	Serious Violence Duty Strategy	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety/serious-violence-duty-strategy	c775fbec34c4a1a061c4692931df4a422f54bc3b0ac8f6563f1c69c0444c0aac	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_026	Citizens' Assembly 2024	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety/citizens-assembly-2024	26fdca1145e766f09b45e33353feb832b8618037cf78db55b7b6d6dcb0fcf079	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch183_source_027	Keeping young people safe from violence: serious violence strategy	London Borough of Waltham Forest	https://www.walthamforest.gov.uk/neighbourhoods/crime-and-community-safety/community-safety/keeping-young-people-safe-violence-serious-violence-strategy	c49efe36c718215be5fe93816583d9cdf47de8adefa7c8ebe7c8a0c82969b3c4	LONDON_CANONICAL_SCOPE_DIRECT	text/html
