security_public_safety_3_batch179_source_001	Emergency planning	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/	2d60130dabd5f0eeb65b29260c2c9b469209924d3acf5cee257d5db3f0a2e3c6	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch179_source_002	Emergency Planning Unit	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/emergency-planning-unit/	8ea4e4bcdd074357ff059f1432e7ddfd9dfe77f9a2828a9eb4850ef389c9f464	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch179_source_003	What to do in the event of an emergency	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/what-do-to-in-the-event-of-an-emergency/	0f7e04f37d82b27ae7594b9143ca05f4b6819b4e4db21417e954dbb194341492	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch179_source_004	Public resilience	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/public-resilience/	27ce10fbc395314f29091a38b887ff9757d1fe24620beff79e2488f11962ecd4	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch179_source_005	Types of emergencies	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/types-of-emergencies/	6e5d380615b7c6caae22103fef2ee810a1ef1d71ccb2d2c383d8d2e6d3558a3b	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch179_source_006	How the Council works with others to respond to emergencies	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/how-the-council-works-with-others-to-respond-to-emergencies/	74acf5de19e200e89d0ab3c6caf8c6ecbbf794da02a587ce68273dcd4fc7cc2e	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch179_source_007	Business continuity planning	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/business-resilience/business-continuity-planning/	86c009d50478cb480f28e1e7814e42dea0cd6bc4eb6e303638db821eead26650	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch179_source_008	Business resilience	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/business-resilience/	c433156a087266e47a2b8d55c169160f947d18c4a22b0702a153f2d55c51548e	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch179_source_009	Severe weather	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/types-of-emergencies/severe-weather/	8b6a39f1906d380749494e1d15b5ddff9635d56b212551155e211c756452d179	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch179_source_010	Carbon monoxide	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/types-of-emergencies/carbon-monoxide/	ac189835f4b20019ddf75c32bea2fff146c319b3d97446cdfb98f76266da321d	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch179_source_011	Types of flooding	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/types-of-emergencies/flooding/types-of-flooding/	62e96c9dfaf992744f455055e9eba7996108457fb6886c09158236b1d162a043	LONDON_CANONICAL_SCOPE_DIRECT	text/html
security_public_safety_3_batch179_source_012	What to do during a flood emergency	Wandsworth Borough Council	https://www.wandsworth.gov.uk/environment/emergency-planning/types-of-emergencies/flooding/what-to-do-during-a-flood-emergency/	88364a8d75051c8040a456805c4dea176334e76ea1562888ea121c9dfabce085	LONDON_CANONICAL_SCOPE_DIRECT	text/html
