"score","full_name","extension","size_bytes","hits","last_write_time_utc"
"12","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\217_sheffield-city-council\parcels_inspire.csv",".csv","150055470","17103798|hmlr_inspire","2026-04-14T00:37:05.7143373Z"
"12","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\217_sheffield-city-council\parcels_inspire.csv",".csv","150055470","17103798|hmlr_inspire","2026-04-14T00:37:05.7143373Z"
"12","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\217_sheffield-city-council\parcels_inspire.csv",".csv","150055470","17103798|hmlr_inspire","2026-04-14T00:37:05.7143373Z"
"12","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\222_south-cambridgeshire-district-council\parcels_inspire.csv",".csv","89290541","17103798|hmlr_inspire","2026-04-10T09:29:54.1059882Z"
"12","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\222_south-cambridgeshire-district-council\parcels_inspire.csv",".csv","89290541","17103798|hmlr_inspire","2026-04-10T09:29:54.1059882Z"
"12","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\222_south-cambridgeshire-district-council\parcels_inspire.csv",".csv","89290541","17103798|hmlr_inspire","2026-04-10T09:29:54.1059882Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\008_basingstoke-and-deane-borough-council\parcels_inspire.csv",".csv","90622813","hmlr_inspire","2026-04-09T09:06:05.5993157Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\008_basingstoke-and-deane-borough-council\parcels_inspire.csv",".csv","90622813","hmlr_inspire","2026-04-09T09:06:05.5993157Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\008_basingstoke-and-deane-borough-council\parcels_inspire.csv",".csv","90622813","hmlr_inspire","2026-04-09T09:06:05.5993157Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\011_bedford-borough-council\parcels_inspire.csv",".csv","77942434","hmlr_inspire","2026-04-09T09:18:47.3382984Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\011_bedford-borough-council\parcels_inspire.csv",".csv","77942434","hmlr_inspire","2026-04-09T09:18:47.3382984Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\011_bedford-borough-council\parcels_inspire.csv",".csv","77942434","hmlr_inspire","2026-04-09T09:18:47.3382984Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\012_birmingham-city-council\parcels_inspire.csv",".csv","271647883","hmlr_inspire","2026-04-06T23:25:37.5598607Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\012_birmingham-city-council\parcels_inspire.csv",".csv","271647883","hmlr_inspire","2026-04-06T23:25:37.5598607Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\012_birmingham-city-council\parcels_inspire.csv",".csv","271647883","hmlr_inspire","2026-04-06T23:25:37.5598607Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\016_bolsover-district-council\parcels_inspire.csv",".csv","38731931","hmlr_inspire","2026-04-09T09:26:12.0461922Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\016_bolsover-district-council\parcels_inspire.csv",".csv","38731931","hmlr_inspire","2026-04-09T09:26:12.0461922Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\016_bolsover-district-council\parcels_inspire.csv",".csv","38731931","hmlr_inspire","2026-04-09T09:26:12.0461922Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\037_canterbury-city-council\parcels_inspire.csv",".csv","75136869","hmlr_inspire","2026-04-14T01:33:25.9858501Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\037_canterbury-city-council\parcels_inspire.csv",".csv","75136869","hmlr_inspire","2026-04-14T01:33:25.9858501Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\037_canterbury-city-council\parcels_inspire.csv",".csv","75136869","hmlr_inspire","2026-04-14T01:33:25.9858501Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\062_dacorum-borough-council\parcels_inspire.csv",".csv","53378479","hmlr_inspire","2026-04-07T02:31:00.8970724Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\062_dacorum-borough-council\parcels_inspire.csv",".csv","53378479","hmlr_inspire","2026-04-07T02:31:00.8970724Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\062_dacorum-borough-council\parcels_inspire.csv",".csv","53378479","hmlr_inspire","2026-04-07T02:31:00.8970724Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\063_darlington-borough-council\parcels_inspire.csv",".csv","50480348","hmlr_inspire","2026-04-19T03:37:45.9590588Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\063_darlington-borough-council\parcels_inspire.csv",".csv","50480348","hmlr_inspire","2026-04-19T03:37:45.9590588Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\063_darlington-borough-council\parcels_inspire.csv",".csv","50480348","hmlr_inspire","2026-04-19T03:37:45.9590588Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\065_derby-city-council\parcels_inspire.csv",".csv","81439381","hmlr_inspire","2026-04-14T01:45:22.2033275Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\065_derby-city-council\parcels_inspire.csv",".csv","81439381","hmlr_inspire","2026-04-14T01:45:22.2033275Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\065_derby-city-council\parcels_inspire.csv",".csv","81439381","hmlr_inspire","2026-04-14T01:45:22.2033275Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\067_doncaster-metropolitan-borough-council\parcels_inspire.csv",".csv","128956836","hmlr_inspire","2026-04-09T09:37:39.8536970Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\067_doncaster-metropolitan-borough-council\parcels_inspire.csv",".csv","128956836","hmlr_inspire","2026-04-09T09:37:39.8536970Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\067_doncaster-metropolitan-borough-council\parcels_inspire.csv",".csv","128956836","hmlr_inspire","2026-04-09T09:37:39.8536970Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\068_dorset-council\parcels_inspire.csv",".csv","225848173","hmlr_inspire","2026-04-10T11:46:37.5645696Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\068_dorset-council\parcels_inspire.csv",".csv","225848173","hmlr_inspire","2026-04-10T11:46:37.5645696Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\068_dorset-council\parcels_inspire.csv",".csv","225848173","hmlr_inspire","2026-04-10T11:46:37.5645696Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\069_dover-district-council\parcels_inspire.csv",".csv","58849462","hmlr_inspire","2026-04-10T08:07:58.5088391Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\069_dover-district-council\parcels_inspire.csv",".csv","58849462","hmlr_inspire","2026-04-10T08:07:58.5088391Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\069_dover-district-council\parcels_inspire.csv",".csv","58849462","hmlr_inspire","2026-04-10T08:07:58.5088391Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\071_durham-county-council\parcels_inspire.csv",".csv","282293148","hmlr_inspire","2026-04-14T00:12:32.2820927Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\071_durham-county-council\parcels_inspire.csv",".csv","282293148","hmlr_inspire","2026-04-14T00:12:32.2820927Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\071_durham-county-council\parcels_inspire.csv",".csv","282293148","hmlr_inspire","2026-04-14T00:12:32.2820927Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\074_east-hampshire-district-council\parcels_inspire.csv",".csv","70797479","hmlr_inspire","2026-04-07T07:58:33.4401563Z"
"11","E:\AAYS_DATA\terrayield_land_intelligence\raw\homes_england_backfill\checkpoints\074_east-hampshire-district-council\parcels_inspire.csv",".csv","70797479","hmlr_inspire","2026-04-07T07:58:33.4401563Z"
